liczba i jej pierwiastek trzeciego stopnia (w zaokr¹gleniu do najbli¿szej ca³oœci)
0	-	0
1	-	1 <- +1 do licznika = 1
2	-	1
3	-	1
4	-	2 <- +1 do licznika = 2
5	-	2
6	-	2
7	-	2
8	-	2
9	-	2
10	-	2
11	-	2
12	-	2
13	-	2
14	-	2
15	-	2
16	-	3 <- +1 do licznika = 3
17	-	3
18	-	3
19	-	3
20	-	3
21	-	3
22	-	3
23	-	3
24	-	3
25	-	3
26	-	3
27	-	3
28	-	3
29	-	3
30	-	3
31	-	3
32	-	3
33	-	3
34	-	3
35	-	3
36	-	3
37	-	3
38	-	3
39	-	3
40	-	3
41	-	3
42	-	3
43	-	4 <- +1 do licznika = 4
44	-	4
45	-	4
46	-	4
47	-	4
48	-	4
49	-	4
50	-	4
51	-	4
52	-	4
53	-	4
54	-	4
55	-	4
56	-	4
57	-	4
58	-	4
59	-	4
60	-	4
61	-	4
62	-	4
63	-	4
64	-	4
65	-	4
66	-	4
67	-	4
68	-	4
69	-	4
70	-	4
71	-	4
72	-	4
73	-	4
74	-	4
75	-	4
76	-	4
77	-	4
78	-	4
79	-	4
80	-	4
81	-	4
82	-	4
83	-	4
84	-	4
85	-	4
86	-	4
87	-	4
88	-	4
89	-	4
90	-	4
91	-	4
92	-	5 <- +1 do licznika = 5
93	-	5
94	-	5
95	-	5
96	-	5
97	-	5
98	-	5
99	-	5
100	-	5
101	-	5
102	-	5
103	-	5
104	-	5
105	-	5
106	-	5
107	-	5
108	-	5
109	-	5
110	-	5
111	-	5
112	-	5
113	-	5
114	-	5
115	-	5
116	-	5
117	-	5
118	-	5
119	-	5
120	-	5
121	-	5
122	-	5
123	-	5
124	-	5
125	-	5
126	-	5
127	-	5
128	-	5
129	-	5
130	-	5
131	-	5
132	-	5
133	-	5
134	-	5
135	-	5
136	-	5
137	-	5
138	-	5
139	-	5
140	-	5
141	-	5
142	-	5
143	-	5
144	-	5
145	-	5
146	-	5
147	-	5
148	-	5
149	-	5
150	-	5
151	-	5
152	-	5
153	-	5
154	-	5
155	-	5
156	-	5
157	-	5
158	-	5
159	-	5
160	-	5
161	-	5
162	-	5
163	-	5
164	-	5
165	-	5
166	-	5
167	-	6 <- +1 do licznika = 6
168	-	6
169	-	6
170	-	6
171	-	6
172	-	6
173	-	6
174	-	6
175	-	6
176	-	6
177	-	6
178	-	6
179	-	6
180	-	6
181	-	6
182	-	6
183	-	6
184	-	6
185	-	6
186	-	6
187	-	6
188	-	6
189	-	6
190	-	6
191	-	6
192	-	6
193	-	6
194	-	6
195	-	6
196	-	6
197	-	6
198	-	6
199	-	6
200	-	6
201	-	6
202	-	6
203	-	6
204	-	6
205	-	6
206	-	6
207	-	6
208	-	6
209	-	6
210	-	6
211	-	6
212	-	6
213	-	6
214	-	6
215	-	6
216	-	6
217	-	6
218	-	6
219	-	6
220	-	6
221	-	6
222	-	6
223	-	6
224	-	6
225	-	6
226	-	6
227	-	6
228	-	6
229	-	6
230	-	6
231	-	6
232	-	6
233	-	6
234	-	6
235	-	6
236	-	6
237	-	6
238	-	6
239	-	6
240	-	6
241	-	6
242	-	6
243	-	6
244	-	6
245	-	6
246	-	6
247	-	6
248	-	6
249	-	6
250	-	6
251	-	6
252	-	6
253	-	6
254	-	6
255	-	6
